Título,...2,...3,...4,...5,...6
P: ¿Hace 5 años vivía en este distrito?,,,,,
Área Geográfica,,,,,
Toda la Base de Datos,,,,,
,,,,,
,Código,Distrito,Aún no había nacido,"Sí, vivía hace 5 años en este distrito",No vivía hace 5 años en este distrito
,40506,"Arequipa, Caylloma, distrito: Coporaque",82,820,187
,40507,"Arequipa, Caylloma, distrito: Huambo",53,558,59
,40508,"Arequipa, Caylloma, distrito: Huanca",64,891,55
,40509,"Arequipa, Caylloma, distrito: Ichupampa",36,470,49
,40510,"Arequipa, Caylloma, distrito: Lari",70,783,51
,40511,"Arequipa, Caylloma, distrito: Lluta",41,625,52
,40512,"Arequipa, Caylloma, distrito: Maca",35,598,68
,40513,"Arequipa, Caylloma, distrito: Madrigal",38,544,66
,40514,"Arequipa, Caylloma, distrito: San Antonio de Chuca",77,739,70
,40515,"Arequipa, Caylloma, distrito: Sibayo",42,550,77
,40516,"Arequipa, Caylloma, distrito: Tapay",42,405,325
,40517,"Arequipa, Caylloma, distrito: Tisco",106,1188,147
,40518,"Arequipa, Caylloma, distrito: Tuti",40,552,29
,40519,"Arequipa, Caylloma, distrito: Yanque",171,1748,198
,40520,"Arequipa, Caylloma, distrito: Majes",5946,45309,8853
,40601,"Arequipa, Condesuyos, distrito: Chuquibamba",256,2594,440
,40602,"Arequipa, Condesuyos, distrito: Andaray",25,373,279
,40603,"Arequipa, Condesuyos, distrito: Cayarani",218,2297,697
,40604,"Arequipa, Condesuyos, distrito: Chichas",36,502,137
,40605,"Arequipa, Condesuyos, distrito: Iray",37,485,73
,40606,"Arequipa, Condesuyos, distrito: Río Grande",260,2497,506
,40607,"Arequipa, Condesuyos, distrito: Salamanca",32,424,22
,40608,"Arequipa, Condesuyos, distrito: Yanaquihua",333,2890,705
,40701,"Arequipa, Islay, distrito: Mollendo",1755,19401,2917
,40702,"Arequipa, Islay, distrito: Cocachacra",606,7020,721
,40703,"Arequipa, Islay, distrito: Dean Valdivia",511,5547,796
,40704,"Arequipa, Islay, distrito: Islay",483,3860,789
,40705,"Arequipa, Islay, distrito: Mejia",71,752,349
,40706,"Arequipa, Islay, distrito: Punta de Bombón",446,5393,617
,40801,"Arequipa, La Unión, distrito: Cotahuasi",241,2125,559
,40802,"Arequipa, La Unión, distrito: Alca",183,1492,174
,40803,"Arequipa, La Unión, distrito: Charcana",63,432,82
,40804,"Arequipa, La Unión, distrito: Huaynacotas",169,1614,130
,40805,"Arequipa, La Unión, distrito: Pampamarca",93,984,45
,40806,"Arequipa, La Unión, distrito: Puyca",242,2020,80
,40807,"Arequipa, La Unión, distrito: Quechualla",14,216,35
,40808,"Arequipa, La Unión, distrito: Sayla",28,257,34
,40809,"Arequipa, La Unión, distrito: Tauria",32,221,48
,40810,"Arequipa, La Unión, distrito: Tomepampa",50,564,44
,40811,"Arequipa, La Unión, distrito: Toro",33,490,33
,50101,"Ayacucho, Huamanga, distrito: Ayacucho",8381,77289,13757
,50102,"Ayacucho, Huamanga, distrito: Acocro",888,6335,180
,50103,"Ayacucho, Huamanga, distrito: Acos Vinchos",458,3857,68
,50104,"Ayacucho, Huamanga, distrito: Carmen Alto",2840,20033,5379
,50105,"Ayacucho, Huamanga, distrito: Chiara",610,4854,234
,50106,"Ayacucho, Huamanga, distrito: Ocros",454,4764,155
,50107,"Ayacucho, Huamanga, distrito: Pacaycasa",303,2629,182
,50108,"Ayacucho, Huamanga, distrito: Quinua",400,4481,202
,50109,"Ayacucho, Huamanga, distrito: San José de Ticllas",126,1257,20
,50110,"Ayacucho, Huamanga, distrito: San Juan Bautista",4477,36174,8383
,50111,"Ayacucho, Huamanga, distrito: Santiago de Pischa",103,1279,45
,50112,"Ayacucho, Huamanga, distrito: Socos",525,5303,124
,50113,"Ayacucho, Huamanga, distrito: Tambillo",589,4236,222
,50114,"Ayacucho, Huamanga, distrito: Vinchos",1335,12116,183
,50115,"Ayacucho, Huamanga, distrito: Jesús Nazareno",1593,13528,3371
,50116,"Ayacucho, Huamanga, distrito: Andrés Avelino Cáceres Dorregaray",2263,19186,7023
,50201,"Ayacucho, Cangallo, distrito: Cangallo",438,4701,340
,50202,"Ayacucho, Cangallo, distrito: Chuschi",701,6910,710
,50203,"Ayacucho, Cangallo, distrito: Los Morochucos",702,6486,275
,50204,"Ayacucho, Cangallo, distrito: María Parado de Bellido",163,1849,55
,50205,"Ayacucho, Cangallo, distrito: Paras",392,3596,116
,50206,"Ayacucho, Cangallo, distrito: Totos",234,2702,73
,50301,"Ayacucho, Huanca Sancos, distrito: Sancos",223,2553,426
,50302,"Ayacucho, Huanca Sancos, distrito: Carapo",101,1645,80
,50303,"Ayacucho, Huanca Sancos, distrito: Sacsamarca",80,1193,40
,50304,"Ayacucho, Huanca Sancos, distrito: Santiago de Lucanamarca",165,1852,51
,50401,"Ayacucho, Huanta, distrito: Huanta",3475,31613,4429
,50402,"Ayacucho, Huanta, distrito: Ayahuanco",100,1049,47
,50403,"Ayacucho, Huanta, distrito: Huamanguilla",281,3685,196
,50404,"Ayacucho, Huanta, distrito: Iguain",225,2313,129
,50405,"Ayacucho, Huanta, distrito: Luricocha",443,4700,347
,50406,"Ayacucho, Huanta, distrito: Santillana",340,3369,143
,50407,"Ayacucho, Huanta, distrito: Sivia",1150,8824,823
,50408,"Ayacucho, Huanta, distrito: Llochegua",1209,7463,1386
,50409,"Ayacucho, Huanta, distrito: Canayre",446,2498,576
,50410,"Ayacucho, Huanta, distrito: Uchuraccay",416,3021,85
,50411,"Ayacucho, Huanta, distrito: Pucacolpa",279,2125,119
,50412,"Ayacucho, Huanta, distrito: Chaca",237,259,1666
,50501,"Ayacucho, La Mar, distrito: San Miguel",822,8883,621
,50502,"Ayacucho, La Mar, distrito: Anco",711,6806,452
,50503,"Ayacucho, La Mar, distrito: Ayna",751,7559,988
,50504,"Ayacucho, La Mar, distrito: Chilcas",125,1474,44
,50505,"Ayacucho, La Mar, distrito: Chungui",424,3661,133
,50506,"Ayacucho, La Mar, distrito: Luis Carranza",118,1144,16
,50507,"Ayacucho, La Mar, distrito: Santa Rosa",1264,9025,990
,50508,"Ayacucho, La Mar, distrito: Tambo",1035,8830,308
,50509,"Ayacucho, La Mar, distrito: Samugari",990,7687,733
,50510,"Ayacucho, La Mar, distrito: Anchihuay",459,140,3440
,50511,"Ayacucho, La Mar, distrito: Oronccoy",94,892,34
,50601,"Ayacucho, Lucanas, distrito: Puquio",1240,11089,1590
,50602,"Ayacucho, Lucanas, distrito: Aucara",146,2563,194
,50603,"Ayacucho, Lucanas, distrito: Cabana",113,1825,251
,50604,"Ayacucho, Lucanas, distrito: Carmen Salcedo",126,1337,218
,50605,"Ayacucho, Lucanas, distrito: Chaviña",151,1785,227
,50606,"Ayacucho, Lucanas, distrito: Chipao",175,2208,171
,50607,"Ayacucho, Lucanas, distrito: Huac-Huas",108,1387,65
,50608,"Ayacucho, Lucanas, distrito: Laramate",119,1361,97
,50609,"Ayacucho, Lucanas, distrito: Leoncio Prado",65,996,33
,50610,"Ayacucho, Lucanas, distrito: Llauta",53,766,74
,50611,"Ayacucho, Lucanas, distrito: Lucanas",211,2314,201
,50612,"Ayacucho, Lucanas, distrito: Ocaña",155,1829,307
,50613,"Ayacucho, Lucanas, distrito: Otoca",155,1475,236
,50614,"Ayacucho, Lucanas, distrito: Saisa",54,556,181
,50615,"Ayacucho, Lucanas, distrito: San Cristobal",170,1515,33
,50616,"Ayacucho, Lucanas, distrito: San Juan",55,863,49
,50617,"Ayacucho, Lucanas, distrito: San Pedro",249,2330,74
,50618,"Ayacucho, Lucanas, distrito: San Pedro de Palco",56,824,47
,50619,"Ayacucho, Lucanas, distrito: Sancos",401,3586,791
,50620,"Ayacucho, Lucanas, distrito: Santa Ana de HuaycAHUACHO",40,705,51
,50621,"Ayacucho, Lucanas, distrito: Santa Lucia",99,874,309
,50701,"Ayacucho, Parinacochas, distrito: Coracora",988,11019,1117
,50702,"Ayacucho, Parinacochas, distrito: Chumpi",178,1846,162
,50703,"Ayacucho, Parinacochas, distrito: Coronel Castañeda",59,1176,487
,50704,"Ayacucho, Parinacochas, distrito: Pacapausa",33,541,56
,50705,"Ayacucho, Parinacochas, distrito: Pullo",629,4260,1382
,50706,"Ayacucho, Parinacochas, distrito: Puyusca",164,1791,107
,50707,"Ayacucho, Parinacochas, distrito: San Francisco de Ravacayco",44,414,58
,50708,"Ayacucho, Parinacochas, distrito: Upahuacho",101,981,66
,50801,"Ayacucho, Páucar del Sara Sara, distrito: Pausa",254,2465,512
,50802,"Ayacucho, Páucar del Sara Sara, distrito: Colta",33,374,61
,50803,"Ayacucho, Páucar del Sara Sara, distrito: Corculla",35,368,42
,50804,"Ayacucho, Páucar del Sara Sara, distrito: Lampa",148,1691,114
,50805,"Ayacucho, Páucar del Sara Sara, distrito: Marcabamba",38,492,83
,50806,"Ayacucho, Páucar del Sara Sara, distrito: Oyolo",99,920,434
,50807,"Ayacucho, Páucar del Sara Sara, distrito: Pararca",35,346,38
,50808,"Ayacucho, Páucar del Sara Sara, distrito: San Javier de Alpabamba",24,235,33
,50809,"Ayacucho, Páucar del Sara Sara, distrito: San José de Ushua",16,167,38
,50810,"Ayacucho, Páucar del Sara Sara, distrito: Sara Sara",29,453,32
,50901,"Ayacucho, Sucre, distrito: Querobamba",192,2074,304
,50902,"Ayacucho, Sucre, distrito: Belén",21,284,24
,50903,"Ayacucho, Sucre, distrito: Chalcos",36,398,44
,50904,"Ayacucho, Sucre, distrito: Chilcayoc",44,411,41
,50905,"Ayacucho, Sucre, distrito: Huacaña",24,325,25
,50906,"Ayacucho, Sucre, distrito: Morcolla",85,1103,52
,50907,"Ayacucho, Sucre, distrito: Paico",30,455,68
,50908,"Ayacucho, Sucre, distrito: San Pedro de Larcay",74,686,48
,50909,"Ayacucho, Sucre, distrito: San Salvador de Quije",71,870,37
,50910,"Ayacucho, Sucre, distrito: Santiago de Paucaray",33,498,63
,50911,"Ayacucho, Sucre, distrito: Soras",81,830,114
,51001,"Ayacucho, Víctor Fajardo, distrito: Huancapi",134,1547,206
,51002,"Ayacucho, Víctor Fajardo, distrito: Alcamenca",117,1377,32
,51003,"Ayacucho, Víctor Fajardo, distrito: Apongo",53,556,21
,51004,"Ayacucho, Víctor Fajardo, distrito: Asquipata",16,374,70
,51005,"Ayacucho, Víctor Fajardo, distrito: Canaria",249,3319,409
,51006,"Ayacucho, Víctor Fajardo, distrito: Cayara",60,1044,34
,51007,"Ayacucho, Víctor Fajardo, distrito: Colca",80,878,53
,51008,"Ayacucho, Víctor Fajardo, distrito: Huamanquiquia",117,925,47
,51009,"Ayacucho, Víctor Fajardo, distrito: Huancaraylla",100,1098,96
,51010,"Ayacucho, Víctor Fajardo, distrito: Hualla",134,1808,150
,51011,"Ayacucho, Víctor Fajardo, distrito: Sarhua",201,2344,71
,51012,"Ayacucho, Víctor Fajardo, distrito: Vilcanchos",185,2128,76
,51101,"Ayacucho, Vilcas Huamán, distrito: Vilcas Huamán",508,5571,291
,51102,"Ayacucho, Vilcas Huamán, distrito: Accomarca",60,789,37
,51103,"Ayacucho, Vilcas Huamán, distrito: Carhuanca",56,729,34
,51104,"Ayacucho, Vilcas Huamán, distrito: Concepción",122,1402,53
,51105,"Ayacucho, Vilcas Huamán, distrito: Huambalpa",73,1218,49
,51106,"Ayacucho, Vilcas Huamán, distrito: Independencia",61,1000,44
,51107,"Ayacucho, Vilcas Huamán, distrito: Saurama",73,943,22
,51108,"Ayacucho, Vilcas Huamán, distrito: Vischongo",324,3230,172
,60101,"Cajamarca, Cajamarca, distrito: Cajamarca",19734,178607,20400
,60102,"Cajamarca, Cajamarca, distrito: Asunción",745,7021,173
,60103,"Cajamarca, Cajamarca, distrito: Chetilla",423,3180,57
,60104,"Cajamarca, Cajamarca, distrito: Cospan",689,5984,87
,60105,"Cajamarca, Cajamarca, distrito: Encañada",1853,17085,237
,60106,"Cajamarca, Cajamarca, distrito: Jesús",1618,12858,544
,60107,"Cajamarca, Cajamarca, distrito: Llacanora",616,4724,299
,60108,"Cajamarca, Cajamarca, distrito: Los Baños del Inca",4832,36219,5098
,60109,"Cajamarca, Cajamarca, distrito: Magdalena",739,7126,406
,60110,"Cajamarca, Cajamarca, distrito: Matara",285,3045,139
,60111,"Cajamarca, Cajamarca, distrito: Namora",1095,7971,201
,60112,"Cajamarca, Cajamarca, distrito: San Juan",418,3784,141
,60201,"Cajamarca, Cajabamba, distrito: Cajabamba",3026,25764,2432
,60202,"Cajamarca, Cajabamba, distrito: Cachachi",2896,19848,780
,60203,"Cajamarca, Cajabamba, distrito: Condebamba",1385,11667,354
,60204,"Cajamarca, Cajabamba, distrito: Sitacocha",944,6441,150
,60301,"Cajamarca, Celendín, distrito: Celendín",2442,21094,3389
,60302,"Cajamarca, Celendín, distrito: Chumuch",244,2311,45
,60303,"Cajamarca, Celendín, distrito: Cortegana",767,5898,81
,60304,"Cajamarca, Celendín, distrito: Huasmin",928,9615,114
,60305,"Cajamarca, Celendín, distrito: Jorge Chávez",28,391,22
,60306,"Cajamarca, Celendín, distrito: José Galvez",229,2158,171
,60307,"Cajamarca, Celendín, distrito: Miguel Iglesias",354,3422,94
,60308,"Cajamarca, Celendín, distrito: Oxamarca",551,4771,72
,60309,"Cajamarca, Celendín, distrito: Sorochuco",608,6681,63
,60310,"Cajamarca, Celendín, distrito: Sucre",491,4334,230
,60311,"Cajamarca, Celendín, distrito: Utco",78,956,18
,60312,"Cajamarca, Celendín, distrito: La Libertad de Pallan",617,5733,84
,60401,"Cajamarca, Chota, distrito: Chota",4056,40128,3095
,60402,"Cajamarca, Chota, distrito: Anguia",272,2824,115
,60403,"Cajamarca, Chota, distrito: Chadin",358,3006,85
,60404,"Cajamarca, Chota, distrito: Chiguirip",297,3265,79
,60405,"Cajamarca, Chota, distrito: Chimban",222,1903,74
,60406,"Cajamarca, Chota, distrito: Choropampa",221,2060,55
,60407,"Cajamarca, Chota, distrito: Cochabamba",429,4932,185
,60408,"Cajamarca, Chota, distrito: Conchan",506,4968,169
,60409,"Cajamarca, Chota, distrito: Huambos",655,7115,202
,60410,"Cajamarca, Chota, distrito: Lajas",829,10016,248
,60411,"Cajamarca, Chota, distrito: Llama",584,6226,265
,60412,"Cajamarca, Chota, distrito: Miracosta",306,2821,76
,60413,"Cajamarca, Chota, distrito: Paccha",395,3893,157
,60414,"Cajamarca, Chota, distrito: Pion",119,1046,49
,60415,"Cajamarca, Chota, distrito: Querocoto",710,7038,275
,60416,"Cajamarca, Chota, distrito: San Juan de Licupis",82,850,26
,60417,"Cajamarca, Chota, distrito: Tacabamba",1251,14119,334
,60418,"Cajamarca, Chota, distrito: Tocmoche",74,762,23
,60419,"Cajamarca, Chota, distrito: Chalamarca",734,8263,137
,60501,"Cajamarca, Contumazá, distrito: Contumazá",708,6451,302
,60502,"Cajamarca, Contumazá, distrito: Chilete",193,2148,294
,60503,"Cajamarca, Contumazá, distrito: Cupisnique",112,1184,42
,60504,"Cajamarca, Contumazá, distrito: Guzmango",234,2401,44
,60505,"Cajamarca, Contumazá, distrito: San Benito",273,2993,133
,60506,"Cajamarca, Contumazá, distrito: Santa Cruz de Toled",94,877,23
,60507,"Cajamarca, Contumazá, distrito: Tantarica",190,2168,103
,60508,"Cajamarca, Contumazá, distrito: Yonan",503,5823,400
,60601,"Cajamarca, Cutervo, distrito: Cutervo",4167,44514,2224
,60602,"Cajamarca, Cutervo, distrito: Callayuc",887,8143,331
,60603,"Cajamarca, Cutervo, distrito: Choros",253,2526,99
,60604,"Cajamarca, Cutervo, distrito: Cujillo",216,2052,62
,60605,"Cajamarca, Cutervo, distrito: La Ramada",300,3260,92
,60606,"Cajamarca, Cutervo, distrito: Pimpingos",459,4464,177
,60607,"Cajamarca, Cutervo, distrito: Querocotillo",1194,11600,193
,60608,"Cajamarca, Cutervo, distrito: San Andrés de Cutervo",310,3760,102
,60609,"Cajamarca, Cutervo, distrito: San Juan de Cutervo",150,1612,96
,60610,"Cajamarca, Cutervo, distrito: San Luis de Lucma",223,2701,76
,60611,"Cajamarca, Cutervo, distrito: Santa Cruz",264,2241,117
,60612,"Cajamarca, Cutervo, distrito: Santo Domingo de la Capilla",372,4223,106
,60613,"Cajamarca, Cutervo, distrito: Santo Tomas",573,6147,268
,60614,"Cajamarca, Cutervo, distrito: Socota",652,8163,239
,60615,"Cajamarca, Cutervo, distrito: Toribio Casanova",83,960,72
,60701,"Cajamarca, Hualgayoc, distrito: Bambamarca",4781,54023,1109
,60702,"Cajamarca, Hualgayoc, distrito: Chugur",267,2604,49
,60703,"Cajamarca, Hualgayoc, distrito: Hualgayoc",989,13061,1061
,60801,"Cajamarca, Jaén, distrito: Jaén",8368,74767,11018
,60802,"Cajamarca, Jaén, distrito: Bellavista",1409,12990,1048
,60803,"Cajamarca, Jaén, distrito: Chontali",1009,8428,373
,60804,"Cajamarca, Jaén, distrito: Colasay",959,8738,541
,60805,"Cajamarca, Jaén, distrito: Huabal",779,6580,283
,60806,"Cajamarca, Jaén, distrito: Las Pirias",463,3594,218
,60807,"Cajamarca, Jaén, distrito: Pomahuaca",831,7150,363
,60808,"Cajamarca, Jaén, distrito: Pucara",658,5571,605
,60809,"Cajamarca, Jaén, distrito: Sallique",801,6077,155
,60810,"Cajamarca, Jaén, distrito: San Felipe",443,4120,130
,60811,"Cajamarca, Jaén, distrito: San José del Alto",678,5793,489
,60812,"Cajamarca, Jaén, distrito: Santa Rosa",842,8749,412
,60901,"Cajamarca, San Ignacio, distrito: San Ignacio",3826,28749,2084
,60902,"Cajamarca, San Ignacio, distrito: Chirinos",1521,12097,974
,60903,"Cajamarca, San Ignacio, distrito: Huarango",1792,15535,685
,60904,"Cajamarca, San Ignacio, distrito: La Coipa",2019,16623,920
,60905,"Cajamarca, San Ignacio, distrito: Namballe",1100,7686,312
,60906,"Cajamarca, San Ignacio, distrito: San José de Lourdes",1817,14485,744
,60907,"Cajamarca, San Ignacio, distrito: Tabaconas",2045,15110,496
,61001,"Cajamarca, San Marcos, distrito: Pedro Gálvez",1775,16025,2070
,61002,"Cajamarca, San Marcos, distrito: Chancay",290,2626,49
,61003,"Cajamarca, San Marcos, distrito: Eduardo Villanueva",285,2159,220
,61004,"Cajamarca, San Marcos, distrito: Gregorio Pita",400,4637,99
,61005,"Cajamarca, San Marcos, distrito: Ichocan",151,1665,85
,61006,"Cajamarca, San Marcos, distrito: José Manuel Quiroz",318,3169,57
,61007,"Cajamarca, San Marcos, distrito: José Sabogal",1404,10500,119
,61101,"Cajamarca, San Miguel, distrito: San Miguel",1018,11857,557
,61102,"Cajamarca, San Miguel, distrito: Bolívar",93,1141,85
,61103,"Cajamarca, San Miguel, distrito: Calquis",341,3697,56
,61104,"Cajamarca, San Miguel, distrito: Catilluc",248,2403,96
,61105,"Cajamarca, San Miguel, distrito: El Prado",112,1477,38
,61106,"Cajamarca, San Miguel, distrito: La Florida",128,1878,159
,61107,"Cajamarca, San Miguel, distrito: Llapa",366,4005,110
,61108,"Cajamarca, San Miguel, distrito: Nanchoc",91,1062,137
,61109,"Cajamarca, San Miguel, distrito: Niepos",266,2914,113
,61110,"Cajamarca, San Miguel, distrito: San Gregorio",167,1991,71
,61111,"Cajamarca, San Miguel, distrito: San Silvestre de Cochan",248,3318,86
,61112,"Cajamarca, San Miguel, distrito: Tongod",234,2367,87
,61113,"Cajamarca, San Miguel, distrito: Unión Agua Blanca",215,2725,86
,61201,"Cajamarca, San Pablo, distrito: San Pablo",1074,11035,354
,61202,"Cajamarca, San Pablo, distrito: San Bernardino",385,3813,96
,61203,"Cajamarca, San Pablo, distrito: San Luis",79,873,6
,61204,"Cajamarca, San Pablo, distrito: Tumbaden",329,2977,81
,61301,"Cajamarca, Santa Cruz, distrito: Santa Cruz",756,7818,652
,61302,"Cajamarca, Santa Cruz, distrito: Andabamba",97,1183,57
,61303,"Cajamarca, Santa Cruz, distrito: Catache",727,7208,1023
,61304,"Cajamarca, Santa Cruz, distrito: Chancaybaños",287,2998,70
,61305,"Cajamarca, Santa Cruz, distrito: La Esperanza",160,2130,31
,61306,"Cajamarca, Santa Cruz, distrito: Ninabamba",128,1915,54
,61307,"Cajamarca, Santa Cruz, distrito: Pulan",303,3482,111
,61308,"Cajamarca, Santa Cruz, distrito: Saucepampa",105,1309,32
,61309,"Cajamarca, Santa Cruz, distrito: Sexi",22,313,90
,61310,"Cajamarca, Santa Cruz, distrito: Uticyacu",104,1134,21
,61311,"Cajamarca, Santa Cruz, distrito: Yauyucan",214,2510,120
,70101,"Prov. Constitucional del Callao, distrito: Callao",33128,363537,54595
,70102,"Prov. Constitucional del Callao, distrito: Bellavista",4148,59044,11659
,70103,"Prov. Constitucional del Callao, distrito: Carmen de la Legua Reynoso",2897,34161,5182
,70104,"Prov. Constitucional del Callao, distrito: La Perla",3431,47753,10233
,70105,"Prov. Constitucional del Callao, distrito: La Punta",153,3025,651
,70106,"Prov. Constitucional del Callao, distrito: Ventanilla",30662,241673,43265
,70107,"Prov. Constitucional del Callao, distrito: Mi Perú",4391,35248,5658
,80101,"Cusco, Cusco, distrito: Cusco",8577,82371,23682
,80102,"Cusco, Cusco, distrito: Ccorca",186,2018,42
,80103,"Cusco, Cusco, distrito: Poroy",252,1678,506
,80104,"Cusco, Cusco, distrito: San Jerónimo",4999,36575,15501
,80105,"Cusco, Cusco, distrito: San Sebastian",9947,73906,28683
,80106,"Cusco, Cusco, distrito: Santiago",8388,70606,15762
,80107,"Cusco, Cusco, distrito: Saylla",594,2897,1877
,80108,"Cusco, Cusco, distrito: Wanchaq",3857,40378,14306
,80201,"Cusco, Acomayo, distrito: Acomayo",367,3881,284
,80202,"Cusco, Acomayo, distrito: Acopia",162,2386,102
,80203,"Cusco, Acomayo, distrito: Acos",167,1918,157
,80204,"Cusco, Acomayo, distrito: Mosoc Llacta",79,977,40
,80205,"Cusco, Acomayo, distrito: Pomacanchi",597,6319,290
,80206,"Cusco, Acomayo, distrito: Rondocan",113,1764,61
,80207,"Cusco, Acomayo, distrito: Sangarara",264,2626,386
,80301,"Cusco, Anta, distrito: Anta",2029,17294,2351
,80302,"Cusco, Anta, distrito: Ancahuasi",600,5782,402
,80303,"Cusco, Anta, distrito: Cachimayo",195,1749,438
,80304,"Cusco, Anta, distrito: Chinchaypujio",346,3486,194
,80305,"Cusco, Anta, distrito: Huarocondo",359,3935,239
,80306,"Cusco, Anta, distrito: Limatambo",574,6172,509
,80307,"Cusco, Anta, distrito: Mollepata",272,2471,368
,80308,"Cusco, Anta, distrito: Pucyura",279,2364,347
,80309,"Cusco, Anta, distrito: Zurite",287,2893,271
,80401,"Cusco, Calca, distrito: Calca",1858,15987,2783
,80402,"Cusco, Calca, distrito: Coya",259,2922,262
,80403,"Cusco, Calca, distrito: Lamay",462,4508,343
,80404,"Cusco, Calca, distrito: Lares",526,5045,182
,80405,"Cusco, Calca, distrito: Pisac",823,8276,785
,80406,"Cusco, Calca, distrito: San Salvador",477,4525,230
,80407,"Cusco, Calca, distrito: Taray",375,3723,214
,80408,"Cusco, Calca, distrito: Yanatile",759,7459,372
,80501,"Cusco, Canas, distrito: Yanaoca",626,7664,369
,80502,"Cusco, Canas, distrito: Checca",395,4548,42
,80503,"Cusco, Canas, distrito: Kunturkanki",375,4239,133
,80504,"Cusco, Canas, distrito: Langui",139,1767,78
,80505,"Cusco, Canas, distrito: Layo",450,4591,130
,80506,"Cusco, Canas, distrito: Pampamarca",102,1628,108
,80507,"Cusco, Canas, distrito: Quehue",200,2340,37
,80508,"Cusco, Canas, distrito: Tupac Amaru",165,2298,60
,80601,"Cusco, Canchis, distrito: Sicuani",4819,47199,5809
,80602,"Cusco, Canchis, distrito: Checacupe",367,4118,235
,80603,"Cusco, Canchis, distrito: Combapata",409,3867,311
,80604,"Cusco, Canchis, distrito: Marangani",670,8592,338
,80605,"Cusco, Canchis, distrito: Pitumarca",699,6101,370
,80606,"Cusco, Canchis, distrito: San Pablo",256,3778,190
,80607,"Cusco, Canchis, distrito: San Pedro",157,2182,278
,80608,"Cusco, Canchis, distrito: Tinta",369,4242,418
,80701,"Cusco, Chumbivilcas, distrito: Santo Tomas",1860,18335,1533
,80702,"Cusco, Chumbivilcas, distrito: Capacmarca",244,3517,105
,80703,"Cusco, Chumbivilcas, distrito: Chamaca",437,5491,316
,80704,"Cusco, Chumbivilcas, distrito: Colquemarca",512,6117,268
,80705,"Cusco, Chumbivilcas, distrito: Livitaca",1132,10311,247
,80706,"Cusco, Chumbivilcas, distrito: Llusco",307,3966,95
,80707,"Cusco, Chumbivilcas, distrito: Quiñota",311,3369,106
,80708,"Cusco, Chumbivilcas, distrito: Velille",516,6166,1149
,80801,"Cusco, Espinar, distrito: Espinar",3411,25881,5569
,80802,"Cusco, Espinar, distrito: Condoroma",71,709,90
,80803,"Cusco, Espinar, distrito: Coporaque",733,8641,253
,80804,"Cusco, Espinar, distrito: Ocoruro",67,918,34
,80805,"Cusco, Espinar, distrito: Pallpata",488,3947,388
,80806,"Cusco, Espinar, distrito: Pichigua",215,2537,53
,80807,"Cusco, Espinar, distrito: Suyckutambo",130,1474,39
,80808,"Cusco, Espinar, distrito: Alto Pichigua",148,1675,111
,80901,"Cusco, La Convención, distrito: Santa Ana",1295,25236,1468
,80902,"Cusco, La Convención, distrito: Echarate",1753,19633,1828
,80903,"Cusco, La Convención, distrito: Huayopata",319,4087,367
,80904,"Cusco, La Convención, distrito: Maranura",235,3641,258
,80905,"Cusco, La Convención, distrito: Ocobamba",350,3800,177
,80906,"Cusco, La Convención, distrito: Quellouno",957,12088,266
,80907,"Cusco, La Convención, distrito: Kimbiri",1754,12735,1473
,80908,"Cusco, La Convención, distrito: Santa Teresa",448,5035,489
,80909,"Cusco, La Convención, distrito: Vilcabamba",658,8617,282
,80910,"Cusco, La Convención, distrito: Pichari",2351,15610,4730
,80911,"Cusco, La Convención, distrito: Inkawasi",422,3639,224
,80912,"Cusco, La Convención, distrito: Villa Virgen",186,1498,296
,80913,"Cusco, La Convención, distrito: Villa Kintiarina",263,1593,118
,80914,"Cusco, La Convención, distrito: Megantoni",706,4948,1315
,81001,"Cusco, Paruro, distrito: Paruro",240,2549,416
,81002,"Cusco, Paruro, distrito: Accha",208,2677,143
,81003,"Cusco, Paruro, distrito: Ccapi",180,2850,49
,81004,"Cusco, Paruro, distrito: Colcha",62,868,33
,81005,"Cusco, Paruro, distrito: Huanoquite",386,4321,160
,81006,"Cusco, Paruro, distrito: Omacha",524,4845,74
,81007,"Cusco, Paruro, distrito: Paccaritambo",102,1805,125
,81008,"Cusco, Paruro, distrito: Pillpinto",49,880,97
,81009,"Cusco, Paruro, distrito: Yaurisque",167,1717,40
,81101,"Cusco, Paucartambo, distrito: Paucartambo",1365,10092,414
,81102,"Cusco, Paucartambo, distrito: Caicay",258,2336,122
,81103,"Cusco, Paucartambo, distrito: Challabamba",836,7483,114
,81104,"Cusco, Paucartambo, distrito: Colquepata",813,7244,113
,81105,"Cusco, Paucartambo, distrito: Huancarani",719,5961,231
,81106,"Cusco, Paucartambo, distrito: Kosñipata",472,3612,319
,81201,"Cusco, Quispicanchi, distrito: Urcos",963,8746,905
,81202,"Cusco, Quispicanchi, distrito: Andahuaylillas",562,4664,571
,81203,"Cusco, Quispicanchi, distrito: Camanti",229,1610,380
,81204,"Cusco, Quispicanchi, distrito: Ccarhuayo",285,2493,85
,81205,"Cusco, Quispicanchi, distrito: Ccatca",1389,11694,212
,81206,"Cusco, Quispicanchi, distrito: Cusipata",356,3713,152
,81207,"Cusco, Quispicanchi, distrito: Huaro",386,3659,460
,81208,"Cusco, Quispicanchi, distrito: Lucre",442,3750,414
,81209,"Cusco, Quispicanchi, distrito: Marcapata",429,3750,128
