Título,...2,...3,...4,...5,...6
P: ¿Hace 5 años vivía en este distrito?,,,,,
Área Geográfica,,,,,
Toda la Base de Datos,,,,,
,,,,,
,Código,Distrito,Aún no había nacido,"Sí, vivía hace 5 años en este distrito",No vivía hace 5 años en este distrito
,211203,"Puno, Sandia, distrito: Limbani",207,2577,186
,211204,"Puno, Sandia, distrito: Patambuco",338,3480,45
,211205,"Puno, Sandia, distrito: Phara",401,4406,284
,211206,"Puno, Sandia, distrito: Quiaca",139,1689,303
,211207,"Puno, Sandia, distrito: San Juan del Oro",252,3264,217
,211208,"Puno, Sandia, distrito: Yanahuaya",155,1670,111
,211209,"Puno, Sandia, distrito: Alto Inambari",554,5679,371
,211210,"Puno, Sandia, distrito: San Pedro de Putina Punco",845,7013,1266
,211301,"Puno, Yunguyo, distrito: Yunguyo",1555,22094,866
,211302,"Puno, Yunguyo, distrito: Anapia",94,1554,134
,211303,"Puno, Yunguyo, distrito: Copani",310,4260,85
,211304,"Puno, Yunguyo, distrito: Cuturapi",62,1176,32
,211305,"Puno, Yunguyo, distrito: Ollaraya",96,2571,44
,211306,"Puno, Yunguyo, distrito: Tinicachi",48,883,18
,211307,"Puno, Yunguyo, distrito: Unicachi",46,964,47
,220101,"San Martín, Moyobamba, distrito: Moyobamba",7400,59542,9383
,220102,"San Martín, Moyobamba, distrito: Calzada",448,3617,544
,220103,"San Martín, Moyobamba, distrito: Habana",158,1228,289
,220104,"San Martín, Moyobamba, distrito: Jepelacio",1566,13054,757
,220105,"San Martín, Moyobamba, distrito: Soritor",2206,17764,1544
,220106,"San Martín, Moyobamba, distrito: Yantalo",283,2205,377
,220201,"San Martín, Bellavista, distrito: Bellavista",1731,12632,2531
,220202,"San Martín, Bellavista, distrito: Alto Biavo",907,5916,816
,220203,"San Martín, Bellavista, distrito: Bajo Biavo",1510,10699,907
,220204,"San Martín, Bellavista, distrito: Huallaga",282,2107,322
,220205,"San Martín, Bellavista, distrito: San Pablo",882,7263,495
,220206,"San Martín, Bellavista, distrito: San Rafael",649,4518,866
,220301,"San Martín, El Dorado, distrito: San José de Sisa",1619,11982,1038
,220302,"San Martín, El Dorado, distrito: Agua Blanca",218,1981,131
,220303,"San Martín, El Dorado, distrito: San Martín",1247,8603,597
,220304,"San Martín, El Dorado, distrito: Santa Rosa",657,5378,297
,220305,"San Martín, El Dorado, distrito: Shatoja",334,2496,174
,220401,"San Martín, Huallaga, distrito: Saposoa",1256,10865,1301
,220402,"San Martín, Huallaga, distrito: Alto Saposoa",530,3377,564
,220403,"San Martín, Huallaga, distrito: El Eslabón",206,1712,188
,220404,"San Martín, Huallaga, distrito: Piscoyacu",453,3339,476
,220405,"San Martín, Huallaga, distrito: Sacanche",216,1980,254
,220406,"San Martín, Huallaga, distrito: Tingo de Saposoa",58,649,82
,220501,"San Martín, Lamas, distrito: Lamas",1236,12085,1176
,220502,"San Martín, Lamas, distrito: Alonso de Alvarado",1434,11430,598
,220503,"San Martín, Lamas, distrito: Barranquita",675,5109,645
,220504,"San Martín, Lamas, distrito: Caynarachi",1146,7232,1168
,220505,"San Martín, Lamas, distrito: Cuñumbuqui",263,2800,238
,220506,"San Martín, Lamas, distrito: Pinto Recodo",818,6976,292
,220507,"San Martín, Lamas, distrito: Rumisapa",301,2853,302
,220508,"San Martín, Lamas, distrito: San Roque de Cumbaza",175,1363,97
,220509,"San Martín, Lamas, distrito: Shanao",177,1690,108
,220510,"San Martín, Lamas, distrito: Tabalosos",1443,11656,780
,220511,"San Martín, Lamas, distrito: Zapatero",563,4331,361
,220601,"San Martín, Mariscal Cáceres, distrito: Juanjuí",3044,25432,3968
,220602,"San Martín, Mariscal Cáceres, distrito: Campanilla",1455,9806,1444
,220603,"San Martín, Mariscal Cáceres, distrito: Huicungo",1014,6240,1131
,220604,"San Martín, Mariscal Cáceres, distrito: Pachiza",659,4406,682
,220605,"San Martín, Mariscal Cáceres, distrito: Pajarillo",589,4233,523
,220701,"San Martín, Picota, distrito: Picota",1006,7773,1424
,220702,"San Martín, Picota, distrito: Buenos Aires",286,2387,251
,220703,"San Martín, Picota, distrito: Caspisapa",199,1663,264
,220704,"San Martín, Picota, distrito: Pilluana",79,713,73
,220705,"San Martín, Picota, distrito: Pucacaca",291,2219,461
,220706,"San Martín, Picota, distrito: San Cristóbal",128,904,160
,220707,"San Martín, Picota, distrito: San Hilarión",416,2982,547
,220708,"San Martín, Picota, distrito: Shamboyacu",1110,6812,632
,220709,"San Martín, Picota, distrito: Tingo de Ponasa",388,3094,394
,220710,"San Martín, Picota, distrito: Tres Unidos",364,3177,348
,220801,"San Martín, Rioja, distrito: Rioja",2439,19971,3111
,220802,"San Martín, Rioja, distrito: Awajun",991,5975,513
,220803,"San Martín, Rioja, distrito: Elías Soplin Vargas",2181,12587,2893
,220804,"San Martín, Rioja, distrito: Nueva Cajamarca",4538,33741,5197
,220805,"San Martín, Rioja, distrito: Pardo Miguel",1850,13662,1285
,220806,"San Martín, Rioja, distrito: Posic",237,1288,394
,220807,"San Martín, Rioja, distrito: San Fernando",370,2774,269
,220808,"San Martín, Rioja, distrito: Yorongos",240,2057,149
,220809,"San Martín, Rioja, distrito: Yuracyacu",358,3118,356
,220901,"San Martín, San Martín, distrito: Tarapoto",5844,57904,12374
,220902,"San Martín, San Martín, distrito: Alberto Leveau",75,673,93
,220903,"San Martín, San Martín, distrito: Cacatachi",312,2728,564
,220904,"San Martín, San Martín, distrito: Chazuta",1174,7734,589
,220905,"San Martín, San Martín, distrito: Chipurana",306,1647,296
,220906,"San Martín, San Martín, distrito: El Porvenir",268,1691,440
,220907,"San Martín, San Martín, distrito: Huimbayoc",644,3838,493
,220908,"San Martín, San Martín, distrito: Juan Guerra",319,3049,539
,220909,"San Martín, San Martín, distrito: La Banda de Shilcayo",4163,30637,8681
,220910,"San Martín, San Martín, distrito: Morales",2711,22284,8072
,220911,"San Martín, San Martín, distrito: Papaplaya",262,1673,138
,220912,"San Martín, San Martín, distrito: San Antonio",140,1297,237
,220913,"San Martín, San Martín, distrito: Sauce",748,5675,840
,220914,"San Martín, San Martín, distrito: Shapaja",160,1602,181
,221001,"San Martín, Tocache, distrito: Tocache",2507,20605,3054
,221002,"San Martín, Tocache, distrito: Nuevo Progreso",1212,8425,1819
,221003,"San Martín, Tocache, distrito: Polvora",1012,7901,1395
,221004,"San Martín, Tocache, distrito: Shunte",174,997,144
,221005,"San Martín, Tocache, distrito: Uchiza",2007,15021,3121
,230101,"Tacna, Tacna, distrito: Tacna",5777,73346,13849
,230102,"Tacna, Tacna, distrito: Alto de la Alianza",2177,27809,4075
,230103,"Tacna, Tacna, distrito: Calana",187,2361,431
,230104,"Tacna, Tacna, distrito: Ciudad Nueva",2521,25521,3824
,230105,"Tacna, Tacna, distrito: Inclan",192,2214,207
,230106,"Tacna, Tacna, distrito: Pachia",125,1666,271
,230107,"Tacna, Tacna, distrito: Palca",90,1391,499
,230108,"Tacna, Tacna, distrito: Pocollay",1217,13839,3571
,230109,"Tacna, Tacna, distrito: Sama",212,2525,490
,230110,"Tacna, Tacna, distrito: Coronel Gregorio Albarracin Lanchipa",9442,81292,19683
,230111,"Tacna, Tacna, distrito: La Yarada los Palos",458,4398,703
,230201,"Tacna, Candarave, distrito: Candarave",133,2102,119
,230202,"Tacna, Candarave, distrito: Cairani",52,913,23
,230203,"Tacna, Candarave, distrito: Camilaca",66,1030,52
,230204,"Tacna, Candarave, distrito: Curibaya",18,282,77
,230205,"Tacna, Candarave, distrito: Huanuara",29,456,30
,230206,"Tacna, Candarave, distrito: Quilahuani",47,639,34
,230301,"Tacna, Jorge Basadre, distrito: Locumba",187,1810,259
,230302,"Tacna, Jorge Basadre, distrito: Ilabaya",381,3853,1461
,230303,"Tacna, Jorge Basadre, distrito: Ite",180,1853,789
,230401,"Tacna, Tarata, distrito: Tarata",225,2495,922
,230402,"Tacna, Tarata, distrito: Héroes Albarracín",14,277,15
,230403,"Tacna, Tarata, distrito: Estique",11,205,24
,230404,"Tacna, Tarata, distrito: Estique-Pampa",6,130,26
,230405,"Tacna, Tarata, distrito: Sitajara",10,294,46
,230406,"Tacna, Tarata, distrito: Susapaya",16,477,25
,230407,"Tacna, Tarata, distrito: Tarucachi",13,270,12
,230408,"Tacna, Tarata, distrito: Ticaco",38,515,28
,240101,"Tumbes, Tumbes, distrito: Tumbes",9124,85447,7735
,240102,"Tumbes, Tumbes, distrito: Corrales",2347,19471,1519
,240103,"Tumbes, Tumbes, distrito: La Cruz",941,7756,810
,240104,"Tumbes, Tumbes, distrito: Pampas de Hospital",636,5711,381
,240105,"Tumbes, Tumbes, distrito: San Jacinto",735,7308,469
,240106,"Tumbes, Tumbes, distrito: San Juan de la Virgen",426,3800,346
,240201,"Tumbes, Contralmirante Villar, distrito: Zorritos",1219,9836,1316
,240202,"Tumbes, Contralmirante Villar, distrito: Casitas",176,1961,213
,240203,"Tumbes, Contralmirante Villar, distrito: Canoas de Punta Sal",688,4708,940
,240301,"Tumbes, Zarumilla, distrito: Zarumilla",2334,17337,2105
,240302,"Tumbes, Zarumilla, distrito: Aguas Verdes",2000,13681,1685
,240303,"Tumbes, Zarumilla, distrito: Matapalo",410,2252,766
,240304,"Tumbes, Zarumilla, distrito: Papayal",659,4948,667
,250101,"Ucayali, Coronel Portillo, distrito: Calleria",14142,116731,19126
,250102,"Ucayali, Coronel Portillo, distrito: Campoverde",1851,11703,2505
,250103,"Ucayali, Coronel Portillo, distrito: Iparia",1660,8360,308
,250104,"Ucayali, Coronel Portillo, distrito: Masisea",1649,9019,479
,250105,"Ucayali, Coronel Portillo, distrito: Yarinacocha",11268,77909,14764
,250106,"Ucayali, Coronel Portillo, distrito: Nueva Requena",697,3759,713
,250107,"Ucayali, Coronel Portillo, distrito: Manantay",10395,65973,11157
,250201,"Ucayali, Atalaya, distrito: Raymondi",4924,24944,2562
,250202,"Ucayali, Atalaya, distrito: Sepahua",954,5054,647
,250203,"Ucayali, Atalaya, distrito: Tahuania",1317,6561,386
,250204,"Ucayali, Atalaya, distrito: Yurua",334,1520,121
,250301,"Ucayali, Padre Abad, distrito: Padre Abad",3344,22944,3152
,250302,"Ucayali, Padre Abad, distrito: Irazola",1146,7868,1200
,250303,"Ucayali, Padre Abad, distrito: Curimana",941,5432,1349
,250304,"Ucayali, Padre Abad, distrito: Neshuya",933,5221,1440
,250305,"Ucayali, Padre Abad, distrito: Alexander Von Humboldt",559,3849,729
,250401,"Ucayali, Purús, distrito: Purús",370,2332,158
,TOTAL,,2494300,23286249,3601335
,,,,,
Fuente: Censos Nacionales de Población y Vivienda 2017,,,,,
Instituto Nacional de Estadística e Informática (INEI) - PERÚ,,,,,
